review_status	case_id	case_path	pr_number	pr_title	test_type	test_path	test_name	failure_signature	patch_url	候选细粒度机制	是否适合单独成subpattern	边界/相邻模式	备注
reviewed	pr-7326	cases/2018/08/pr-7326.json	7326	test: fix data race in executor_test.go/checkRequestClient	unit	executor/executor_test.go	executor_test	test: fix data race in executor_test.go/checkRequestClient	https://github.com/pingcap/tidb/pull/7326.patch	checkRequestClient 的 priority / checkFlags / syncLog 等字段被请求路径与测试线程并发读写	是	与 `notFillCache` / `syncLog` 这类共享 mock client 标志同族	patch 给 `priority` 改成 atomic accessor，并把 `checkFlags` / `syncLog` 放进 `RWMutex` 保护
reviewed	pr-7434	cases/2018/08/pr-7434.json	7434	stats: fix the data race in test	unit	statistics/update_test.go	update_test	stats: fix the data race in test	https://github.com/pingcap/tidb/pull/7434.patch	测试运行中动态向全局 logger AddHook，后台 goroutine 同时写日志	是	与测试改写全局 logger/hook/回调被异步路径调用同族	patch 把 `log.AddHook` 前移到 `SetUpSuite`，测试里只复用同一个 hook 实例
reviewed	pr-7548	cases/2018/08/pr-7548.json	7548	ddl: fix data race in ddl.TestStat()	unit	ddl/stat_test.go	TestStat	ddl: fix data race in ddl.TestStat()	https://github.com/pingcap/tidb/pull/7548.patch	测试重启 DDL 时直接调用 start 重建 worker 状态，旧 asyncNotifyWorker 仍在读共享 workers/quitCh	是	与 pr-7203 同型	raw patch 直接把 `d.start(...)` 换成 `d.restartWorkers(...)`，是高纯度复现样例
reviewed	pr-7901	cases/2018/10/pr-7901.json	7901	util/timeutil: fix data race caused by forgetting set stats lease to 0	unit	util/kvencoder/kv_encoder_test.go	kv_encoder_test	util/timeutil: fix data race caused by forgetting set stats lease to 0	https://github.com/pingcap/tidb/pull/7901.patch	测试 bootstrap 忘记把 stats lease 设为 0，后台 stats worker 仍存活；同时 SetSystemTZ 写全局 systemTZ 无 once	部分适合	前半段属于全局 lease/后台 worker 未停，后半段属于一次性全局初始化	patch 同时补了 `session.SetStatsLease(0)` 和 `SetSystemTZ` 的 `sync.Once`，是混合修复
reviewed	pr-8031	cases/2018/10/pr-8031.json	8031	executor: fix wrong result when index join on union scan.	unit	executor/index_lookup_join_test.go	index_lookup_join_test	address comment and avoid data race	https://github.com/pingcap/tidb/pull/8031.patch	IndexLookupJoin inner worker 复用同一个 dataReaderBuilder 的 Plan / err 构建 union scan	是	与共享 builder/plan 状态在多个 inner worker 间复用、共享 indexRanges 同族	patch 改成每次新建 `childBuilder`，并让 `buildUnionScanFromReader` 返回 error 而不是写共享 `builder.err`
reviewed	pr-8186	cases/2018/11/pr-8186.json	8186	store/tikv/latch: fix a deadlock in the latch scheduler	unit	store/tikv/latch/scheduler_test.go	scheduler_test	Fix a deadlock in the latch scheduler (store/tikv/latch/scheduler.go)	https://github.com/pingcap/tidb/pull/8186.patch	latch release 后没有可靠 handoff / wakeup 下一个 waiter，调度协同丢失	否	更像 async wait/wakeup handoff 或 deadlock 家族，不是典型共享状态 data race	patch 重点是 `releaseSlot` 交接给 `nextLock` 和 recycle 时机调整；适合作为 sibling family 边界样例
reviewed	pr-8287	cases/2018/11/pr-8287.json	8287	ddl: fix concurrent access to `do.infoHandle` has a data race error	unit	ddl/fail_db_test.go	fail_db_test	ddl: fix concurrent access to `do.infoHandle` has a data race error	https://github.com/pingcap/tidb/pull/8287.patch	测试线程直接触发 schema reload，后台 schema loop 并发访问 Domain.infoHandle	是	与共享 infoschema handle / schema metadata 被后台 goroutine 读取同族	最终 patch 更偏改测试流程：不用直接 `s.dom.Reload()`，改成执行 DDL 语句触发安全 reload
reviewed	pr-8295	cases/2018/12/pr-8295.json	8295	ddl: dynamic adjust add index worker number.	unit	ddl/db_test.go	db_test	"rows := s.mustQuery(c, fmt.Sprintf(""select c1 from test_add_index where c3 >= %d order by c1"", start)) (ddl/db_test.go)"	https://github.com/pingcap/tidb/pull/8295.patch	DDL reorg worker 数调整测试里，hook / ticker goroutine 共享 changeWorkerNumEnable 等标志无锁	部分适合	与异步 callback 写共享标志、测试线程轮询开关同族	PR 很大；race 点主要在 `OnIndexWorkerReorgBefore` 回调与 ticker goroutine 之间，后续用 atomic / channel 协调
reviewed	pr-7937	cases/2019/01/pr-7937.json	7937	ddl: add restore deleted table	unit	ddl/db_test.go	db_test	fix data race in gofail test	https://github.com/pingcap/tidb/pull/7937.patch	gofail 用包级 MockCommitErrorEnable 一次性开关控制 commit error，多个 goroutine 并发读写	是	与共享 failpoint / 一次性测试开关原子化同族	patch 最终把标志改成 atomic 封装：`MockCommitErrorEnable/Disable/IsMockCommitErrorEnable`
reviewed	pr-9119	cases/2019/01/pr-9119.json	9119	store/tikv: use new backoffer for async commit batches	unit	store/tikv/2pc_test.go	2pc_test	+ // potencial data race in unit test since `CommitMaxBackoff` will be updated	https://github.com/pingcap/tidb/pull/9119.patch	异步 commit goroutine 在 goroutine 内读取全局 CommitMaxBackoff 构造 Backoffer	是	与共享 Backoffer / 全局 commit config 在 goroutine 启动后读取同族	patch 在起 goroutine 前先构造 `secondaryBo := NewBackoffer(..., CommitMaxBackoff)`，避免测试并发改全局值
reviewed	pr-9387	cases/2019/02/pr-9387.json	9387	expression: refactor builtin function RAND to be compatible with MySQL	unit	expression/integration_test.go	integration_test	1. builtinRandSig/builtinRandWithSeedSig.randGen may cause data race when Project executing parallelly.	https://github.com/pingcap/tidb/pull/9387.patch	parallel projection worker / cloned expression 共享 RAND 的 randGen 状态	是	与 builtin function 在多个 evaluator / worker 间共享可变执行状态同族	patch 关键点是 `ProjectionExec` worker clone evaluator/expr，且 `builtinRandWithSeedSig.Clone()` 不再复制 `randGen`
reviewed	pr-9412	cases/2019/02/pr-9412.json	9412	test: fix gofail test race	unit	session/txn.go	txn	test: fix gofail test race	https://github.com/pingcap/tidb/pull/9412.patch	gofail 用 hasMockAutoIDRetry 一次性标志控制自动重试注入，事务路径与测试线程并发读写	是	与共享 failpoint / once 标志原子化同族	patch 把 bool 改成 `int64 + atomic`，并引入 `enableMockAutoIDRetry` / `mockAutoIDRetry`
reviewed	pr-9008	cases/2019/03/pr-9008.json	9008	*: create sql bind table during bootstrap	unit	bindinfo/bind_test.go	bind_test	fix load bind data race condition	https://github.com/pingcap/tidb/pull/9008.patch	bind cache 更新时在共享 map/slice 上原地追加 bind record，后台 reload/读路径并发访问	是	与共享 cache copy-on-write / atomic swap / parser 状态同族	patch 先复制旧 cache 到 `newBc`，再 `loadDiff` 到副本并 `atomic Store`；是高纯度 copy-on-write 样例
reviewed	pr-9491	cases/2019/03/pr-9491.json	9491	ddl:fix data race in call_back_test.go	unit	ddl/foreign_key_test.go	foreign_key_test	ddl:fix data race in call_back_test.go	https://github.com/pingcap/tidb/pull/9491.patch	测试在 DDL worker 存活期间直接替换共享 hook / callback 实例	是	与 DDL hook callback 赋值/替换无锁同族	patch 保留并恢复 `originalHook`，第二阶段改用新的 `tc2`，避免原地复用同一个 callback
reviewed	pr-9526	cases/2019/03/pr-9526.json	9526	ddl: fix data race in test	unit	ddl/ddl_worker_test.go	ddl_worker_test	ddl: fix data race in test	https://github.com/pingcap/tidb/pull/9526.patch	DDL hook 与测试线程共享当前 test case 指针 `test *testCancelJob` 无锁	是	与 DDL hook 写共享测试状态/指针同族	patch 给共享 `test` 指针和 `checkErr` 周围加 mutex，hook 中先锁后读当前用例
reviewed	pr-9676	cases/2019/03/pr-9676.json	9676	executor: fix data race in testChunkSizeControlSuite	unit	executor/chunk_size_control_test.go	chunk_size_control_test	executor: fix data race in testChunkSizeControlSuite	https://github.com/pingcap/tidb/pull/9676.patch	testSlowClient.regionDelay map 被请求 goroutine 与测试线程并发读写	是	与共享 mock/client map 状态无锁同族	patch 为 `regionDelay` 增加 `RWMutex`，并抽成 `GetDelay/SetDelay` helper
reviewed	pr-10003	cases/2019/04/pr-10003.json	10003	executor: trace and control memory usage in DistSQL layer	unit	distsql/distsql_test.go	distsql_test	resolve data race	https://github.com/pingcap/tidb/pull/10003.patch	测试 suite 调 `registerHook()` / `log.ReplaceGlobals` 替换全局 logger，其他 goroutine 并发打日志	否	更像全局 logger 污染 + 测试隔离问题，不是稳定的修复型 seed	patch 最终直接 `c.Skip(...)` 绕过 race，没有形成可复用的结构化修复
reviewed	pr-10149	cases/2019/04/pr-10149.json	10149	*: move the `Handle` of stats to single package.	unit	executor/seqtest/seq_executor_test.go	seq_executor_test	+ // We copy it before writing to avoid race.	https://github.com/pingcap/tidb/pull/10149.patch	`tableStatsFromStorage` 从 StatsCache 取出共享 Table 后直接改字段	是	与 stats cache copy-on-write 同族	patch 在写回前显式 `table.Copy()`；是 stats cache 共享对象原地修改的高纯度样例
reviewed	pr-10163	cases/2019/04/pr-10163.json	10163	statistics: support building CMSketch with Top N	unit	statistics/cmsketch_test.go	cmsketch_test	+ // Avoid potential data race | zipf := rand.NewZipf(rand.New(rand.NewSource(seed)), s, 1, imax) (statistics/cmsketch_test.go)	https://github.com/pingcap/tidb/pull/10163.patch	CMSketch TopN 复制时复用内部 map/slice/[]byte；测试侧也混入共享 RNG 风险	部分适合	前半段是 TopN 深拷贝，后半段是测试随机源隔离	patch 同时补了 `CMSketch.copy()` 对 TopN 的深拷贝和 `rand.NewZipf(rand.New(...))` 的独立随机源
reviewed	pr-10214	cases/2019/04/pr-10214.json	10214	executor: support fast sample for fast analyze	unit	distsql/distsql_test.go	distsql_test	fix data race	https://github.com/pingcap/tidb/pull/10214.patch	AnalyzeFastExec 多个 worker 并发更新 `collectors[*].Samples`，共享 slice 发生 append / 重切片竞争	部分适合	与 fast analyze 并发 collector / sample slice 更新同族	PR 很大；race 点主要是把 `Samples` 预分配后按索引写 `SampleItem{Ordinal, Value}`，避免并发 append
reviewed	pr-10224	cases/2019/04/pr-10224.json	10224	expression: check corCol in DisableParseJSONFlag4Expr	unit	expression/util_test.go	util_test	-// to the infoschema, if we modify it, data race may happen if another goroutine	https://github.com/pingcap/tidb/pull/10224.patch	原地改 CorrelatedColumn / Column 的 RetType.Flag，而该类型对象指向 infoschema 共享元数据	是	与 infoschema-backed type / metadata clone-before-mutate 同族	patch 在 `DisableParseJSONFlag4Expr` 里直接跳过 `CorrelatedColumn`，避免修改共享 `RetType`
reviewed	pr-10295	cases/2019/04/pr-10295.json	10295	*: make config items `Performance.*`, `OOMAction` and `MemQuotaQuery` support hot-reloading	unit	config/config_test.go	config_test	// potencial data race in unit test since `CommitMaxBackoff` will be updated	https://github.com/pingcap/tidb/pull/10295.patch	hot-reload 运行时改写 `CommitMaxBackoff` / TiKVClient 配置，全局变量被其他 goroutine 读取	部分适合	与全局配置热更新、后台 commit/backoff 路径读取同族	最终 patch 选择缩小 `hotReloadConfigItems`，把 `CommitTimeout/CommitMaxBackoff` 移出热更新范围
reviewed	pr-10321	cases/2019/04/pr-10321.json	10321	bindinfo: fix data race of parser in global handle	unit	bindinfo/bind_test.go	bind_test	bindinfo: fix data race of parser in global handle	https://github.com/pingcap/tidb/pull/10321.patch	BindHandle 共享 parser 实例被多个 goroutine 更新绑定时并发使用	是	与共享 parser / bind cache 更新串行化同族	patch 给每个 `BindHandle` 自己的 `parser.New()`，并在写 cache / parse 时共用 `bindInfo.Lock()`
reviewed	pr-10429	cases/2019/05/pr-10429.json	10429	executor: only retry needed regions when get region row count	unit	executor/analyze_test.go	analyze_test	fix data race	https://github.com/pingcap/tidb/pull/10429.patch	AnalyzeFastExec 在清空 `sampLocs` 前就 `wg.Done()`，导致其他 goroutine 提前继续操作共享 channel 状态	是	与 goroutine teardown / drain channel before Done 同族	patch 把 `wg.Done()` 挪到清空 `sampLocs` 之后；是比较纯的退出协同顺序问题
reviewed	pr-10514	cases/2019/05/pr-10514.json	10514	store: fix data race in mock PD timeout error	unit	session/session_fail_test.go	session_fail_test	store: fix data race in mock PD timeout error	https://github.com/pingcap/tidb/pull/10514.patch	failpoint 通过共享 once 标志控制 `mockGetTSErrorInRetry` 只触发一次	是	与 failpoint 注入中的共享 once 状态去状态化/原子化同族	patch 直接改用 failpoint 脚本 `1*return(true)->return(false)`，去掉额外共享标志
reviewed	pr-10520	cases/2019/05/pr-10520.json	10520	ddl: fix a data race in the test code	unit	ddl/serial_test.go	serial_test	ddl: fix a data race in the test code	https://github.com/pingcap/tidb/pull/10520.patch	failpoint 注入里的 `mockRecoverTableCommitErrOnce` 一次性标志被并发访问	是	与 failpoint 注入 once 标志原子化同族	patch 用 `atomic.CompareAndSwapUint32(&mockRecoverTableCommitErrOnce, 0, 1)` 保护单次触发
reviewed	pr-10343	cases/2019/06/pr-10343.json	10343	*: Support LOCK/UNLOCK TABLES feature	unit	config/config_test.go	config_test	fix data race in test	https://github.com/pingcap/tidb/pull/10343.patch	session.lockedTables 表锁状态在 session 关闭 / unlock / 背景路径间并发访问	是	与 session 级共享 map / 状态被多个路径读写同族	patch 最终围绕 `lockedTables` 收敛出一套 accessor；虽然中间实现反复，但核心是不要裸读写表锁状态
reviewed	pr-10771	cases/2019/06/pr-10771.json	10771	domain: load stats when stats lease is 0	unit	executor/simple_test.go	simple_test	fix data race	https://github.com/pingcap/tidb/pull/10771.patch	stats Handle.Lease 被后台 stats worker 与测试线程并发读写	是	与全局 lease / stats lease 访问原子化同族	patch 把 `Lease` 变成 `atomic Duration`，统一用 `Lease()/SetLease()`
reviewed	pr-10845	cases/2019/06/pr-10845.json	10845	session: init expensiveQueryHandle immediately after domain be initiated	unit	session/bootstrap_test.go	bootstrap_test	Fix the data race occurred when expensiveQueryHandle is initiated in main goroutine and be read in another goroutine.	https://github.com/pingcap/tidb/pull/10845.patch	共享 handle 初始化发生在后台 goroutine 启动之后，导致“先读后初始化”竞态	是	与共享 handle / singleton 必须在后台 worker 启动前初始化同族	patch 把 `InitExpensiveQueryHandle()` 前移到 domain 创建后、其他后台工作之前
